Filme;codec;tamanho;;
/media/DISC03/OsMeusFilmes/We Don`t Live Here Anymore (2004)/We.Dont.Live.Here.Anymore.2004.LiMiTED.DVDRip.XviD-ALLiANCE.avi;mpeg4;702M;;
/media/DISC03/OsMeusFilmes/Why Stop Now (2012)/Why Stop Now__WWW.OXE7.COM.avi;mpeg4;702M;;
/media/DISC03/OsMeusFilmes/Widow on the Hill (2005)/A.Viuva.Da.Colina.DUBLADO.2006.DVDRip.XviD.Dual.Mp3.By.Ratolino.avi;mpeg4;704M;;
/media/DISC03/OsMeusFilmes/Yamato (2005)/Yamato.Dvd5rip.Xvid.Dual.Jotas.[ShareBrasil].avi;mpeg4;1,4G;;
/media/DISC03/OsMeusFilmes/You, Me and Dupree (2006)/[emulinha.info].Dois.é.Bom.Três.é.Demais.DUBLADO.2006.DVDRip.XviD.Dual.Audio.Mp3.By.Ratolino.avi;mpeg4;904M;;
/media/DISC03/OsMeusFilmes/Zoom (2006)/[emulinha.info].Zoom.Academia.de.Super.Herois.Dvdrip.Dual.Xvid.Galo[Pipoca.&.Cia].[ShareBrasil].avi;mpeg4;702M;;
/media/DISC03/OsMeusFilmesHD/Sanctum (2011)/Sanctum__WWW.OXE7.COM.avi;mpeg4;1,5G;;
/media/DISC03/OsMeusFilmesHD/The Mechanic (2011)/The Mechanic__WWW.OXE7.COM.avi;mpeg4;1,5G;;
/media/DISC04/OsMeusFilmes/Brooklyn`s Finest (2010)/Brooklyns.Finest.(2009).DVDRip.XviD-MAXSPEED.avi;mpeg4;1,4G;;
/media/DISC04/OsMeusFilmes/Brothers (2010)/l-brothers.xvid.pt.avi;mpeg4;701M;;
/media/DISC04/OsMeusFilmes/Cop Out (2010)/arw-cop.out.dvdrip.xvid.avi;mpeg4;701M;;
/media/DISC04/OsMeusFilmes/Dear John (2010)/Dear John__WWW.PIRATATUGA.NET.cd1.avi;mpeg4;698M;;
/media/DISC04/OsMeusFilmes/Dear John (2010)/Dear John__WWW.PIRATATUGA.NET.cd2.avi;mpeg4;701M;;
/media/DISC04/OsMeusFilmes/Enter the Void (2010)/Enter.The.Void.LIMITED.DVDRip.XviD-NeDiVx-CD1.avi;mpeg4;701M;;
/media/DISC04/OsMeusFilmes/Enter the Void (2010)/Enter.The.Void.LIMITED.DVDRip.XviD-NeDiVx-CD2.avi;mpeg4;697M;;
/media/DISC04/OsMeusFilmes/Get Him to the Greek (2010)/Get him to the greek cd1.avi;mpeg4;700M;;
/media/DISC04/OsMeusFilmes/Get Him to the Greek (2010)/Get him to the greek cd2.avi;mpeg4;700M;;
/media/DISC04/OsMeusFilmes/Godspeed (2009)/Godspeed_dvdrip.avi;mpeg4;703M;;
/media/DISC04/OsMeusFilmes/Inside Job (2010)/Inside.Job.2010.AC3DVDRip.XviD-UpPTMSNM.avi;mpeg4;1,5G;;
/media/DISC04/OsMeusFilmes/Iron Man 2 (2010)/jugga-iron.man.cd1.avi;mpeg4;702M;;
/media/DISC04/OsMeusFilmes/Iron Man 2 (2010)/jugga-iron.man.cd2.avi;mpeg4;702M;;
/media/DISC04/OsMeusFilmes/Killer Wave (2007)/Killer.Wave.2007.DVDRip.XviD-aAF CD1.avi;mpeg4;703M;;
/media/DISC04/OsMeusFilmes/Killer Wave (2007)/Killer.Wave.2007.DVDRip.XviD-aAF CD2.avi;mpeg4;703M;;
/media/DISC04/OsMeusFilmes/Letters to God (2010)/Letters.To.God.DVDRip.XviD-ALLiANCE.CD1.avi;mpeg4;703M;;
/media/DISC04/OsMeusFilmes/Letters to God (2010)/Letters.To.God.DVDRip.XviD-ALLiANCE.CD2.avi;mpeg4;699M;;
/media/DISC04/OsMeusFilmes/Lies & Illusions (2009)/Lies.And.Illusions.REPACK.DVDRip.XviD-BULLDOZER.avi;mpeg4;700M;;
/media/DISC04/OsMeusFilmes/Little Miss Sunshine (2006)/Little.Miss.Sunshine.avi;mpeg4;701M;;
/media/DISC04/OsMeusFilmes/Looking for Jackie (2009)/Looking for Jackie__WWW.PIRATATUGA.NET.avi;mpeg4;700M;;
/media/DISC04/OsMeusFilmes/MacGruber (2010)/MacGruber_dvdrip.avi;mpeg4;698M;;
/media/DISC04/OsMeusFilmes/Maria Papoila (1937)/Maria.Papoila.DVDRip.XviD-EVO-CD1.avi;mpeg4;699M;;
/media/DISC04/OsMeusFilmes/Maria Papoila (1937)/Maria.Papoila.DVDRip.XviD-EVO-CD2.avi;mpeg4;699M;;
/media/DISC04/OsMeusFilmes/Marmaduke (2010)/Marmaduke.BDRip.XviD-RiPiD.avi;mpeg4;702M;;
/media/DISC04/OsMeusFilmes/Moonlight Serenade (2009)/Moonlight.Serenade.2009.DVDRip.XviD-aXXo.avi;mpeg4;702M;;
/media/DISC04/OsMeusFilmes/Mr. Nobody (2009)/Mr Nobody__WWW.PIRATATUGA.NET cd1.avi;mpeg4;701M;;
/media/DISC04/OsMeusFilmes/Mr. Nobody (2009)/Mr Nobody__WWW.PIRATATUGA.NET cd2.avi;mpeg4;701M;;
/media/DISC04/OsMeusFilmes/Murder Dot Com (2008)/Murder.com.2008.DVDRip.XviD-AsiSter.avi;mpeg4;696M;;
/media/DISC04/OsMeusFilmes/Repo Men (2010)/Repo Men__WWW.SECTORFILE.COM cd1.avi;mpeg4;703M;;
/media/DISC04/OsMeusFilmes/Repo Men (2010)/Repo Men__WWW.SECTORFILE.COM cd2.avi;mpeg4;699M;;
/media/DISC04/OsMeusFilmes/Secretariat (2011)/secretariat cd1.avi;mpeg4;701M;;
/media/DISC04/OsMeusFilmes/Secretariat (2011)/secretariat cd2.avi;mpeg4;697M;;
/media/DISC04/OsMeusFilmes/Striptease (1996)/Striptease DVD.mkv;mpeg2video;3,7G;;
/media/DISC04/OsMeusFilmes/The Man from Nowhere (2010)/The Man From Nowhere__WWW.SECTORFILE.COM.avi;mpeg4;1,6G;;
/media/DISC04/OsMeusFilmes/The Virginity Hit (2010)/The Virginity__WWW.SECTORFILE.COM.avi;mpeg4;698M;;
/media/DISC04/OsMeusFilmes/The Way Back (2011)/The Way Back__WWW.OXE7.COM cd1.avi;mpeg4;701M;;
/media/DISC04/OsMeusFilmes/The Way Back (2011)/The Way Back__WWW.OXE7.COM cd2.avi;mpeg4;701M;;
/media/DISC04/OsMeusFilmes/Tomorrow, When the War Began (2011)/Tomorrow When The War Began__WWW.SECTORFILE.COM.avi;mpeg4;1,7G;;
/media/DISC04/OsMeusFilmes/You Will Meet a Tall Dark Stranger (2011)/You Will Meet a Tall Dark Stranger.avi;mpeg4;702M;;
/media/DISC04/OsMeusFilmesHD/Conviction (2010)/Conviction.2010.480p.BDRip.XviD.AC3.D-Z0N3.avi;mpeg4;2,2G;;
/media/DISC04/OsMeusFilmesHD/Four Christmases (2008)/Four.Christmases.2009.REPACK.DVDRip.XviD.AC3.ViSiON.avi;mpeg4;1,5G;;
/media/DISC04/OsMeusFilmesHD/Grown Ups (2010)/Grown Ups__WWW.PIRATATUGA.NET.avi;mpeg4;1,3G;;
/media/DISC04/OsMeusFilmesHD/Leap Year (2010)/Leap Year__WWW.PIRATATUGA.NET.avi;mpeg4;1,5G;;
/media/DISC04/OsMeusFilmesHD/Planet 51 (2009)/Planet.51.2009.720p.avi;mpeg4;1,9G;;
/media/DISC04/OsMeusFilmesHD/Resident Evil (2002)/Resident.Evil.HDTV.720re.DTS.fanxy@silu.avi;mpeg4;4,4G;;
/media/DISC04/OsMeusFilmesHD/The Green Hornet (2011)/The Green Hornet__WWW.OXE7.COM.avi;mpeg4;1,8G;;
/media/DISC04/OsMeusFilmesHD/The Rite (2011)/The.Rite.2011.720p.BRRip.XviD.AC3-FLAWL3SS.avi;mpeg4;3,0G;;
/media/DISC05/OsMeusFilmes/100 Feet (2008)/100 Feet.avi;mpeg4;701M;;
/media/DISC05/OsMeusFilmes/20 Years After (2008)/20.Years.After.2008.DVDRip.Xvid-TFE.avi;mpeg4;698M;;
/media/DISC05/OsMeusFilmes/27 Dresses (2008)/devise-27d.cd1.avi;mpeg4;701M;;
/media/DISC05/OsMeusFilmes/27 Dresses (2008)/devise-27d.cd2.avi;mpeg4;701M;;
/media/DISC05/OsMeusFilmes/28 Days (2000)/28 Days DVD.mkv;mpeg2video;3,1G;;
/media/DISC05/OsMeusFilmes/30 Days of Night (2007)/30 Dias De Noite, 2007 - (TS.DviX6.MP3) - Legendado BR - by CO2.avi;mpeg4;616M;;
/media/DISC05/OsMeusFilmes/400 Contra 1 - Uma História do Crime Organizado (2010)/400 Contra 1 Uma História Do Crime Organizado.avi;mpeg4;804M;;
/media/DISC05/OsMeusFilmes/A Cinderella Story Once Upon a Song (2011)/A Cinderella Story Once Upon a Song.avi;mpeg4;698M;;
/media/DISC05/OsMeusFilmes/A Dirty Carnival (2006)/Caminhos Do Crime (Dublado).cd1 DvdRip.Xvid [robertjp].[ShareBrasil].avi;mpeg4;701M;;
/media/DISC05/OsMeusFilmes/A Dirty Carnival (2006)/Caminhos Do Crime (Dublado).cd2 DvdRip.Xvid [robertjp].[ShareBrasil].avi;mpeg4;702M;;
/media/DISC05/OsMeusFilmes/A Prophet (2009)/Um.Profeta.2009.DVDRip.XviD-NoGrp.avi;mpeg4;1,2G;;
/media/DISC05/OsMeusFilmes/A Town Called Panic (2009)/A.Town.Called.Panic.2009.avi;mpeg4;701M;;
/media/DISC05/OsMeusFilmes/Abandoned (2010)/Abandoned.avi;mpeg4;702M;;
/media/DISC05/OsMeusFilmes/Abduction (2011)/Abduction__WWW.OXE7.COM.avi;mpeg4;1,4G;;
/media/DISC05/OsMeusFilmes/About Cherry (2012)/About Cherry__WWW.OXE7.COM.avi;mpeg4;700M;;
/media/DISC05/OsMeusFilmes/Alien Autopsy (2011)/Alien.Autopsy[2006]DvDrip.AC3[Eng]-aXXo.avi;mpeg4;701M;;
/media/DISC05/OsMeusFilmes/Alien Raiders (2008)/Alien Raiders DVD.mkv;mpeg2video;2,5G;;
/media/DISC05/OsMeusFilmes/Aliens in the Attic (2009)/Aliens in the Attic DVDRip XviD-DiAMOND.avi;mpeg4;701M;;
/media/DISC05/OsMeusFilmes/Almighty Thor (2011)/Almighty Thor.avi;mpeg4;702M;;
/media/DISC05/OsMeusFilmes/Alone (2007)/[eMulinha.info].Espiritos.2.DUBLADO.2007.DVDRip.XviD.Audio.Mp3.[By Ratolino].avi;mpeg4;701M;;
/media/DISC05/OsMeusFilmes/Alpha Dog (2007)/Alpha.Dog[2006]DvDrip[Eng]-aXXo.avi;mpeg4;702M;;
/media/DISC05/OsMeusFilmes/Altitude (2010)/Altitude (2010) DVDRiP XViD-NoGRP.avi;mpeg4;706M;;
/media/DISC05/OsMeusFilmes/American High School (2009)/American High School.avi;mpeg4;703M;;
/media/DISC05/OsMeusFilmes/American Virgin (2010)/American.Virgin.2009.DVDRip.XviD-DiVERSE.avi;mpeg4;701M;;
/media/DISC05/OsMeusFilmes/Amo-te, Teresa (2000)/Amote.Teresa.2000.PORTUGUESE.DVDRip.XViD-WaterpoloMR.avi;mpeg4;702M;;
/media/DISC05/OsMeusFilmes/An Invisible Sign (2010)/An Invisible Sign.avi;mpeg4;693M;;
/media/DISC05/OsMeusFilmes/Anger Management (2003)/Anger Management.avi;mpeg4;687M;;
/media/DISC05/OsMeusFilmes/Angus, Thongs and Perfect Snogging (2008)/Angus.Thongs.and.Perfect.Snogging.DVDRip.XviD-DoNE.avi;mpeg4;701M;;
/media/DISC05/OsMeusFilmes/Animal Kingdom (2010)/Animal Kingdom cd1.avi;mpeg4;704M;;
/media/DISC05/OsMeusFilmes/Animal Kingdom (2010)/Animal Kingdom cd2.avi;mpeg4;699M;;
/media/DISC05/OsMeusFilmes/Another Cinderella Story (2008)/Another Cinderella Story DVD.mkv;mpeg2video;2,4G;;
/media/DISC05/OsMeusFilmes/Antes Que o Mundo Acabe (2010)/Antes que o  mundo acabe__WWW.SECTORFILE.COM.avi;mpeg4;698M;;
/media/DISC05/OsMeusFilmes/Apollo 18 (2011)/Apollo 18.avi;mpeg4;701M;;
/media/DISC05/OsMeusFilmes/April Showers (2009)/april.showers-vh-prod.avi;mpeg4;701M;;
/media/DISC05/OsMeusFilmes/Around the World in Eighty Days (1958)/A.Volta.ao.Mundo.em.80.Dias__MOOVK.COM.avi;mpeg4;1,8G;;
/media/DISC05/OsMeusFilmes/As Luck Would Have It (2012)/La chispa de la vida__WWW.OXE7.COM.avi;mpeg4;1,5G;;
/media/DISC05/OsMeusFilmes/Assassination of a High School President (2010)/Assassination.of.a.High.School.President.2009.DVDRip.XviD.AC3-NYDIC.avi;mpeg4;727M;;
/media/DISC05/OsMeusFilmes/Attack the Block (2011)/Attack the Block.avi;mpeg4;1,4G;;
/media/DISC05/OsMeusFilmes/Attenberg (2010)/Attenberg.avi;mpeg4;697M;;
/media/DISC05/OsMeusFilmes/Bachelorette (2012)/Bachelorette__WWW.OXE7.COM.avi;mpeg4;702M;;
/media/DISC05/OsMeusFilmes/Bad Teacher (2011)/Bad Teacher.avi;mpeg4;701M;;
/media/DISC05/OsMeusFilmes/Balas&Bolinhos - O Regresso (2004)/Balas.e.Bolinhos.O.Regresso.2004.DVDRip.XViD-iNVFX.CD1.avi;mpeg4;700M;;
/media/DISC05/OsMeusFilmes/Balas&Bolinhos - O Regresso (2004)/Balas.e.Bolinhos.O.Regresso.2004.DVDRip.XViD-iNVFX.CD2.avi;mpeg4;698M;;
/media/DISC05/OsMeusFilmes/Bam Margera Presents Where the #$&% Is Santa (2008)/Bam Margera Presents Where the #$&% Is Santa__WWW.DOWN7.NET.avi;mpeg4;672M;;
/media/DISC05/OsMeusFilmes/Barney`s Version (2011)/Barney's Version cd1.avi;mpeg4;700M;;
/media/DISC05/OsMeusFilmes/Barney`s Version (2011)/Barney's Version cd2.avi;mpeg4;703M;;
/media/DISC05/OsMeusFilmes/Basic Instinct 2 (2006)/Filmes cinema - Instinto Fatal 2 - Leg. PT.avi;mpeg4;1,1G;;
/media/DISC05/OsMeusFilmes/Beastly (2011)/Beastly.avi;mpeg4;702M;;
/media/DISC05/OsMeusFilmes/Beautiful (2009)/Beautiful.avi;mpeg4;701M;;
/media/DISC05/OsMeusFilmes/Beethoven`s Christmas Adventure (2011)/Beethovens Christmas Adventure___WWW.OXE7.COM.avi;mpeg4;1,4G;;
/media/DISC05/OsMeusFilmes/Beginners (2011)/Beginners.avi;mpeg4;702M;;
/media/DISC05/OsMeusFilmes/Beyond a Reasonable Doubt (2009)/Beyond.A.Reasonable.Doubt.LiMiTED.DVDRip.XviD-ARROW-CD1.avi;mpeg4;703M;;
/media/DISC05/OsMeusFilmes/Beyond a Reasonable Doubt (2009)/Beyond.A.Reasonable.Doubt.LiMiTED.DVDRip.XviD-ARROW-CD2.avi;mpeg4;696M;;
/media/DISC05/OsMeusFilmes/Beyond Sherwood Forest (2009)/Beyond Sherwood Forest__WWW.PIRATATUGA.NET.avi;mpeg4;802M;;
/media/DISC05/OsMeusFilmes/Big Fan (2009)/Big Fan__WWW.PIRATATUGA.NET.avi;mpeg4;701M;;
/media/DISC05/OsMeusFilmes/Big Mommas Like Father, Like Son (2011)/Big Mommas Like Father Like Son__WWW.OXE7.COM.avi;mpeg4;1,5G;;
/media/DISC05/OsMeusFilmes/Billi Pig (2012)/Billi Pig__WWW.OXE7.COM.avi;mpeg4;698M;;
/media/DISC05/OsMeusFilmes/Black Christmas (2006)/BLACK CHRISTMAS 2007 (NATAL NEGRO) LEGENDADO BY PREEMOS QUALTY DVDS.avi;mpeg4;700M;;
/media/DISC05/OsMeusFilmes/Black Water (2008)/bestdivx-black.water.avi;mpeg4;701M;;
/media/DISC05/OsMeusFilmes/Blind Dating (2007)/Blind Dating LIMITED R5 XViD-PUKKA.avi;mpeg4;703M;;
/media/DISC05/OsMeusFilmes/Blindness (2008)/Blindness.PROPER.DVD.SCREENER.XViD-PUKKA.CD1.avi;mpeg4;701M;;
/media/DISC05/OsMeusFilmes/Blindness (2008)/Blindness.PROPER.DVD.SCREENER.XViD-PUKKA.CD2.avi;mpeg4;701M;;
/media/DISC05/OsMeusFilmes/Blonde Ambition (2009)/Blonde Ambition.avi;mpeg4;699M;;
/media/DISC05/OsMeusFilmes/Blood Done Sign My Name (2010)/Blood Done Sign My Name cd1.avi;mpeg4;697M;;
/media/DISC05/OsMeusFilmes/Blood Done Sign My Name (2010)/Blood Done Sign My Name cd2.avi;mpeg4;693M;;
/media/DISC05/OsMeusFilmes/Blood Trails (2006)/Trilha.De.Sangue.DUBLADO.2007.DVDRip.XviD.Dual.Audio.Mp3.By.Ratolino.avi;mpeg4;704M;;
/media/DISC05/OsMeusFilmes/Bloomington (2010)/Bloomington.avi;mpeg4;699M;;
/media/DISC05/OsMeusFilmes/Bobby (2006)/Bobby.2007.DUBLADO.DVDRip.XviD.Audio.Mp3.By.Ratolino.avi;mpeg4;854M;;
/media/DISC05/OsMeusFilmes/Boo (2006)/Boo.avi;mpeg4;702M;;
/media/DISC05/OsMeusFilmes/Brake (2012)/Brake.2012.DVDRip.XViD-NFT.avi;mpeg4;715M;;
/media/DISC05/OsMeusFilmes/Bridge to Terabithia (2007)/Bridge.To.Terabithia[2007]DvDrip[Eng]-aXXo.avi;mpeg4;702M;;
/media/DISC05/OsMeusFilmes/Bruce Lee, My Brother (2010)/Bruce Lee My Brother__WWW.SECTORFILE.COM.avi;mpeg4;2,2G;;
/media/DISC05/OsMeusFilmes/Bruna Surfistinha (2011)/Bruna Surfistinha__WWW.OXE7.COM.avi;mpeg4;999M;;
/media/DISC05/OsMeusFilmes/Bug (2007)/Bug.DvDRip.Eng.Ac3-FxM.avi;mpeg4;702M;;
/media/DISC05/OsMeusFilmes/Bunraku (2011)/Bunraku.avi;mpeg4;1,4G;;
/media/DISC05/OsMeusFilmes/Buried (2010)/Buried.avi;mpeg4;1,5G;;
/media/DISC05/OsMeusFilmes/Burning Bright (2010)/Burning Bright.avi;mpeg4;1,4G;;
/media/DISC05/OsMeusFilmes/Camp Rock (2008)/Camp.Rock.2008.DVDRip.XviD.avi;mpeg4;707M;;
/media/DISC05/OsMeusFilmes/Captivity (2007)/Captivity[2007]DvDrip.AC3[Eng]-aXXo.avi;mpeg4;701M;;
/media/DISC05/OsMeusFilmes/Carjacked (2011)/Carjacked__WWW.OXE7.COM.avi;mpeg4;698M;;
/media/DISC05/OsMeusFilmes/Catch a Fire (2006)/Catch.A.Fire.DVDRip.XviD-DiAMOND.avi;mpeg4;701M;;
/media/DISC05/OsMeusFilmes/Cats & Dogs The Revenge of Kitty Galore (2010)/Cats.and.Dogs.The.Revenge.of.Kitty.Galore.DVDRip.XviD-ARROW.avi;mpeg4;700M;;
/media/DISC05/OsMeusFilmes/Cell 211 (2010)/Cell.211.2009.avi;mpeg4;701M;;
/media/DISC05/OsMeusFilmes/Ceremony (2011)/Ceremony.avi;mpeg4;702M;;
/media/DISC05/OsMeusFilmes/Certified Copy (2010)/Copie Conforme__WWW.DOWN7.NET.avi;mpeg4;1,4G;;
/media/DISC05/OsMeusFilmes/Chalet Girl (2011)/Chalet Girl.avi;mpeg4;702M;;
/media/DISC05/OsMeusFilmes/Chariots of the Gods (1997)/Eram.Os.Deuses.Astronautas.DvdRip.Pt-Br.Divx.by.Jales.avi;mpeg4;621M;;
/media/DISC05/OsMeusFilmes/Charlotte`s Web (2007)/Charlotte's.Web[2006]DvDrip[Eng]-aXXo.avi;mpeg4;702M;;
/media/DISC05/OsMeusFilmes/Cheating in Chains (2006)/Trair e Cocar e So Comecar.by.Lopez_PT[pdclinks.net].avi;mpeg4;735M;;
/media/DISC05/OsMeusFilmes/Children of Men (2006)/Children.Of.Men[2006]DvDrip[Eng]-aXXo.avi;mpeg4;703M;;
/media/DISC05/OsMeusFilmes/Christmas with a Capital C (2011)/Christmas With a Capital C__WWW.OXE7.COM.avi;mpeg4;701M;;
/media/DISC05/OsMeusFilmes/City of Ember (2009)/City.Of.Ember[2008]DvDrip-aXXo.avi;mpeg4;703M;;
/media/DISC05/OsMeusFilmes/Closer (2005)/Closer.Perto.Demais.Dvd-rip.Dublado-By.Mhiroyuki.Grupo.Tetsudau.avi;mpeg4;701M;;
/media/DISC05/OsMeusFilmes/Cloverfield (2008)/dmd-cloverfield.avi;mpeg4;701M;;
/media/DISC05/OsMeusFilmes/Cougars, Inc. (2011)/Cougars.avi;mpeg4;699M;;
/media/DISC05/OsMeusFilmes/Crazy, Stupid, Love. (2011)/Crazy Stupid Love CD1.avi;mpeg4;700M;;
/media/DISC05/OsMeusFilmes/Crazy, Stupid, Love. (2011)/Crazy Stupid Love CD2.avi;mpeg4;697M;;
/media/DISC05/OsMeusFilmes/Cross (2011)/Cross.avi;mpeg4;701M;;
/media/DISC05/OsMeusFilmes/Crossing Over (2009)/Crossing.Over.2009.LIMITED.480p.BRRip.XviD.AC3-PRoDJi.avi;mpeg4;2,2G;;
/media/DISC05/OsMeusFilmes/Cupid`s Balls (2011)/Amors Baller__WWW.OXE7.COM.avi;mpeg4;701M;;
/media/DISC05/OsMeusFilmes/Dark Tide (2012)/Dark.Tide.2012.720p.HDRiP.AC3-5 .1.x264-SiC.avi;mpeg4;1,4G;;
/media/DISC05/OsMeusFilmes/Day Watch (2006)/Dnevnoy dozor (2006) [tt0409904].avi;mpeg4;802M;;
/media/DISC05/OsMeusFilmes/Dead Space Downfall (2008)/Dead Space Downfall DVD.mkv;mpeg2video;3,2G;;
/media/DISC05/OsMeusFilmes/Dear Mr. Gacy (2010)/Dear.Mr.Gacy.2010.BDRip.XviD-aAF-CD1.avi;mpeg4;701M;;
/media/DISC05/OsMeusFilmes/Dear Mr. Gacy (2010)/Dear.Mr.Gacy.2010.BDRip.XviD-aAF-CD2.avi;mpeg4;702M;;
/media/DISC05/OsMeusFilmes/Death at a Funeral (2007)/Death.At.A.Funeral[2007]DvDrip.AC3[Eng]-aXXo.avi;mpeg4;701M;;
/media/DISC05/OsMeusFilmes/Death Tunnel (2006)/Death.Tunnel[2005]DvDrip.AC3[Eng]-aXXo.avi;mpeg4;701M;;
/media/DISC05/OsMeusFilmes/Deception (2008)/Deception[2008]DvDrip-aXXo.avi;mpeg4;705M;;
/media/DISC05/OsMeusFilmes/Deck the Halls (2006)/Deck.The.Halls[2006]DvDrip.AC3[Eng]-aXXo.avi;mpeg4;701M;;
/media/DISC05/OsMeusFilmes/Diary of a Nymphomaniac (2008)/Ninfa.Rip.eros.avi;mpeg4;698M;;
/media/DISC05/OsMeusFilmes/Diary of a Wimpy Kid (2010)/Diary of a Wimpy Kid.avi;mpeg4;701M;;
/media/DISC05/OsMeusFilmes/Diary of a Wimpy Kid Rodrick Rules (2011)/Diary of a Wimpy Kid Rodrick Rules.avi;mpeg4;702M;;
/media/DISC05/OsMeusFilmes/Did You Hear About the Morgans (2010)/DidYouHearAbouttheMorgans__dvdrip.avi;mpeg4;701M;;
/media/DISC05/OsMeusFilmes/Die Hard (1988)/Die Hard__WWW.DOWN7.NET.avi;mpeg4;802M;;
/media/DISC05/OsMeusFilmes/Die Hard 2 (1990)/Die Hard 2 - Die Harder.avi;mpeg4;702M;;
/media/DISC05/OsMeusFilmes/Die Hard With a Vengeance (1995)/Die Hard 3 - With A Vengeance.avi;mpeg4;802M;;
/media/DISC05/OsMeusFilmes/Dirty Dancing Havana Nights (2004)/Dirty.Dancing.2__OXE7.COM.avi;mpeg4;1,1G;;
/media/DISC05/OsMeusFilmes/Dirty Girl (2011)/Dirty Girl__WWW.OXE7.COM.avi;mpeg4;697M;;
/media/DISC05/OsMeusFilmes/District 13 Ultimatum (2009)/Banlieue.13.Ultimatum.FRENCH.DVDRiP.XViD-UNSKiLLED.avi;mpeg4;701M;;
/media/DISC05/OsMeusFilmes/Don`t Say a Word (2001)/Don't Say A Word.avi;msmpeg4;698M;;
/media/DISC05/OsMeusFilmes/Dorm Daze 2 (2006)/Filme - Comédia 2006 - Nota 12 Em Confusao - Dublado.avi;mpeg4;700M;;
/media/DISC05/OsMeusFilmes/Downstream (2010)/Downstream__WWW.DOWN7.NET.avi;mpeg4;701M;;
/media/DISC05/OsMeusFilmes/Dragonheart A New Beginning (2000)/Dragonheart A New Beginning (2000) [tt0214641].avi;mpeg4;701M;;
/media/DISC05/OsMeusFilmes/Drillbit Taylor (2008)/Drillbit Taylor__WWW.PIRATATUGA.NET.avi;mpeg4;701M;;
/media/DISC05/OsMeusFilmes/Driven to Kill (2009)/Driven To Kill.avi;mpeg4;701M;;
/media/DISC05/OsMeusFilmes/Due Date (2010)/Due Date__WWW.SECTORFILE.COM.avi;mpeg4;700M;;
/media/DISC05/OsMeusFilmes/Easy Virtue (2009)/Easy Virtue__WWW.PIRATATUGA.NET.avi;mpeg4;701M;;
/media/DISC05/OsMeusFilmes/Elegy (2009)/Elegia.2009.DVDRip.XviD.AC3-NYDIC.avi;mpeg4;725M;;
/media/DISC05/OsMeusFilmes/Elena Undone (2010)/Elena Undone__WWW.SECTORFILE.COM.avi;mpeg4;898M;;
/media/DISC05/OsMeusFilmes/Elite Squad 2 (2011)/Tropa de Elite 2 - O Inimigo Agora e Outro__WWW.SECTORFILE.COM.avi;mpeg4;700M;;
/media/DISC05/OsMeusFilmes/Evening (2007)/Evening[2007]DvDrip[Eng]-aXXo.avi;mpeg4;702M;;
/media/DISC05/OsMeusFilmes/Everybody`s Fine (2010)/Everybody's Fine.avi;mpeg4;701M;;
/media/DISC05/OsMeusFilmes/Everything Must Go (2011)/Everything Must Go.avi;mpeg4;1,6G;;
/media/DISC05/OsMeusFilmes/Extraordinary Measures (2010)/Extraordinary Measures__WWW.PIRATATUGA.NET.avi;mpeg4;702M;;
/media/DISC05/OsMeusFilmes/Faces in the Crowd (2011)/Faces In The Crowd.avi;mpeg4;701M;;
/media/DISC05/OsMeusFilmes/Falling Up (2010)/Falling up__WWW.PIRATATUGA.NET.avi;mpeg4;697M;;
/media/DISC05/OsMeusFilmes/Family Guy Presents Stewie Griffin The Untold Story (2005)/Family.Guy.400.Stewie Griffin The Untold Story.avi;mpeg4;698M;;
/media/DISC05/OsMeusFilmes/Farewell (2010)/L Affaire Farewell.avi;mpeg4;699M;;
/media/DISC05/OsMeusFilmes/Fear Island (2009)/Fear Island__WWW.PIRATATUGA.NET.avi;mpeg4;702M;;
/media/DISC05/OsMeusFilmes/Fearless (2007)/Huo Yuan Jia (2006) [tt0446059].avi;mpeg4;700M;;
/media/DISC05/OsMeusFilmes/Final Destination (2000)/Final Destination.avi;mpeg4;707M;;
/media/DISC05/OsMeusFilmes/Final Destination 2 (2003)/Final Destination 2.avi;msmpeg4;701M;;
/media/DISC05/OsMeusFilmes/Flight of Fury (2007)/Flight of Fury (2007) [tt0783518].avi;mpeg4;853M;;
/media/DISC05/OsMeusFilmes/Flipped (2010)/Flipped__WWW.DOWN7.NET.avi;mpeg4;701M;;
/media/DISC05/OsMeusFilmes/Fracture (2007)/Um Crime de Mestre-by-coded-www.therebels.com.br.rmvb;rv40;372M;;
/media/DISC05/OsMeusFilmes/Free Willy Escape from Pirate`s Cove (2010)/Free Willy Escape From Pirates Cove__WWW.PIRATATUGA.NET.avi;mpeg4;701M;;
/media/DISC05/OsMeusFilmes/Friends with Kids (2012)/Friends with Kids__WWW.OXE7.COM.avi;mpeg4;701M;;
/media/DISC05/OsMeusFilmes/From Prada to Nada (2011)/From Prada To Nada.avi;mpeg4;701M;;
/media/DISC05/OsMeusFilmes/Furry Vengeance (2010)/Furry Vengeance__WWW.PIRATATUGA.NET.avi;mpeg4;701M;;
/media/DISC05/OsMeusFilmes/Gabriel (2007)/Gabriel.2007.STV.DVDRip.XviD.avi;mpeg4;701M;;
/media/DISC05/OsMeusFilmes/Game of Death (2010)/Game of Death__WWW.DOWN7.NET.avi;mpeg4;700M;;
